"Volksabstimmungen (Ergebnisse Ebene Gemeinde seit 1981)"

"Kanton (-) / Bezirk (>>) / Gemeinde (......)";"Datum und Vorlage";"Stimmberechtigte";"Abgegebene Stimmen";"Beteiligung in %";"Gültige Stimmzettel";"Ja";"Nein";"Ja in %"
"......Eisten";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";177;97;54.8;97;44;53;45.4
"......Embd";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";258;134;51.9;134;46;88;34.3
"......Grächen";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1035;436;42.1;431;138;293;32.0
"......Lalden";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";496;335;67.5;334;98;236;29.3
"......Randa";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";281;166;59.1;165;62;103;37.6
"......Saas-Almagell";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";283;162;57.2;161;57;104;35.4
"......Saas-Balen";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";298;154;51.7;154;46;108;29.9
"......Saas-Fee";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";985;530;53.8;522;129;393;24.7
"......Saas-Grund";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";784;393;50.1;388;132;256;34.0
"......St. Niklaus";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1714;692;40.4;682;215;467;31.5
"......Stalden (VS)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";873;525;60.1;522;201;321;38.5
"......Staldenried";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";449;277;61.7;277;87;190;31.4
"......Täsch";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";479;205;42.8;199;77;122;38.7
"......Törbel";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";394;172;43.7;171;48;123;28.1
"......Visp";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4821;2511;52.1;2450;780;1670;31.8
"......Visperterminen";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1093;641;58.6;633;244;389;38.5
"......Zeneggen";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";204;112;54.9;112;49;63;43.8
"......Zermatt";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2911;1436;49.3;1398;280;1118;20.0
"......VS-CH de l'étranger";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4448;1534;34.5;1459;678;781;46.5
"- Neuchâtel";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";110457;62515;56.6;61264;27251;34013;44.5
">> Canton de Neuchâtel";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";110457;62515;56.6;61264;27251;34013;44.5
"......Boudry";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";3165;1635;51.7;1605;672;933;41.9
"......Corcelles-Cormondrèche";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";3020;1903;63.0;1867;656;1211;35.1
"......Cortaillod";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";3071;1797;58.5;1772;668;1104;37.7
"......Peseux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";3210;1728;53.8;1706;735;971;43.1
"......Rochefort";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";928;570;61.4;563;259;304;46.0
"......Milvignes";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";5986;3723;62.2;3660;1361;2299;37.2
"......La Grande-Béroche";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";6027;3665;60.8;3614;1432;2182;39.6
"......La Chaux-de-Fonds";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";22586;12672;56.1;12332;6509;5823;52.8
"......Les Planchettes";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";164;108;65.9;103;47;56;45.6
"......La Sagne";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";802;488;60.8;482;210;272;43.6
"......Les Brenets";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";848;515;60.7;502;228;274;45.4
"......La Brévine";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";530;319;60.2;315;106;209;33.7
"......Brot-Plamboz";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";187;128;68.4;124;38;86;30.6
"......Le Cerneux-Péquignot";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";258;174;67.4;171;49;122;28.7
"......La Chaux-du-Milieu";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";355;243;68.5;237;121;116;51.1
"......Le Locle";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";6430;3668;57.0;3577;1763;1814;49.3
"......Les Ponts-de-Martel";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";985;624;63.4;617;254;363;41.2
"......Cornaux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";997;595;59.7;587;263;324;44.8
"......Cressier (NE)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1149;707;61.5;701;282;419;40.2
"......Enges";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";205;166;81.0;162;69;93;42.6
"......Hauterive (NE)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1648;970;58.9;957;344;613;35.9
"......Le Landeron";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2968;1680;56.6;1650;641;1009;38.8
"......Lignières";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";665;375;56.4;364;155;209;42.6
"......Neuchâtel";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";19591;10210;52.1;9999;4615;5384;46.2
"......Saint-Blaise";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2149;1321;61.5;1299;462;837;35.6
"......La Tène";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2855;1655;58.0;1626;669;957;41.1
"......Valangin";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";277;181;65.3;177;92;85;52.0
"......Val-de-Ruz";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";10819;6366;58.8;6246;2571;3675;41.2
"......La Côte-aux-Fées";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";372;253;68.0;252;105;147;41.7
"......Les Verrières";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";576;295;51.2;289;115;174;39.8
"......Val-de-Travers";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";7634;3781;49.5;3708;1760;1948;47.5
"......NE-CH de l'étranger";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
"- Genève";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";243809;127140;52.1;124536;53637;70899;43.1
">> Canton de Genève";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";222717;118242;53.1;115780;49253;66527;42.5
"......Aire-la-Ville";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";680;431;63.4;425;148;277;34.8
"......Anières";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1241;784;63.2;778;180;598;23.1
"......Avully";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1083;603;55.7;591;273;318;46.2
"......Avusy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";948;640;67.5;627;205;422;32.7
"......Bardonnex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1360;867;63.8;841;310;531;36.9
"......Bellevue";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1481;790;53.3;781;280;501;35.9
"......Bernex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";6043;3522;58.3;3434;1369;2065;39.9
"......Carouge (GE)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";10183;5463;53.6;5338;2510;2828;47.0
"......Cartigny";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";548;367;67.0;360;122;238;33.9
"......Céligny";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";348;195;56.0;191;71;120;37.2
"......Chancy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";714;377;52.8;367;173;194;47.1
"......Chêne-Bougeries";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";5749;3387;58.9;3344;1052;2292;31.5
"......Chêne-Bourg";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4135;2188;52.9;2143;964;1179;45.0
"......Choulex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";646;417;64.6;411;129;282;31.4
"......Collex-Bossy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";875;549;62.7;535;166;369;31.0
"......Collonge-Bellerive";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4164;2634;63.3;2606;586;2020;22.5
"......Cologny";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2514;1582;62.9;1554;356;1198;22.9
"......Confignon";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2718;1708;62.8;1669;657;1012;39.4
"......Corsier (GE)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1079;649;60.1;645;142;503;22.0
"......Dardagny";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";828;448;54.1;443;166;277;37.5
"......Genève";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";82148;40679;49.5;39758;19149;20609;48.2
"......Genthod";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1348;775;57.5;757;259;498;34.2
"......Le Grand-Saconnex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4984;2559;51.3;2514;1104;1410;43.9
"......Gy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";302;176;58.3;170;47;123;27.6
"......Hermance";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";517;317;61.3;312;113;199;36.2
"......Jussy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";752;463;61.6;457;122;335;26.7
"......Laconnex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";423;275;65.0;271;79;192;29.2
"......Lancy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";14717;7602;51.7;7441;3369;4072;45.3
"......Meinier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1273;738;58.0;724;249;475;34.4
"......Meyrin";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";9661;5010;51.9;4909;2229;2680;45.4
"......Onex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";9112;4895;53.7;4767;2254;2513;47.3
"......Perly-Certoux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1745;1049;60.1;1027;383;644;37.3
"......Plan-les-Ouates";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";5674;3352;59.1;3299;1276;2023;38.7
"......Pregny-Chambésy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1406;810;57.6;795;244;551;30.7
"......Presinge";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";392;227;57.9;226;87;139;38.5
"......Puplinge";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1340;756;56.4;746;290;456;38.9
"......Russin";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";288;190;66.0;187;69;118;36.9
"......Satigny";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2118;1223;57.7;1199;397;802;33.1
"......Soral";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";462;261;56.5;252;87;165;34.5
"......Thônex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";7273;3929;54.0;3871;1454;2417;37.6
"......Troinex";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1409;868;61.6;850;273;577;32.1
"......Vandoeuvres";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1413;948;67.1;933;192;741;20.6
"......Vernier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";14697;7068;48.1;6898;3524;3374;51.1
"......Versoix";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";5777;2774;48.0;2702;1071;1631;39.6
"......Veyrier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";6149;3697;60.1;3632;1073;2559;29.5
"......GE-CH de l'étranger";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";21092;8898;42.2;8756;4384;4372;50.1
"- Jura";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";51400;32787;63.8;32074;15326;16748;47.8
">> District de Delémont";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";25257;16094;63.7;15740;7673;8067;48.7
"......Boécourt";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";632;410;64.9;402;190;212;47.3
"......Bourrignon";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";241;182;75.5;175;83;92;47.4
"......Châtillon (JU)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";320;240;75.0;232;125;107;53.9
"......Courchapoix";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";316;223;70.6;216;123;93;56.9
"......Courrendlin";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1717;1057;61.6;1026;474;552;46.2
"......Courroux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2186;1351;61.8;1322;647;675;48.9
"......Courtételle";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1720;1085;63.1;1069;514;555;48.1
"......Delémont";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";7621;4701;61.7;4624;2273;2351;49.2
"......Develier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";981;660;67.3;647;260;387;40.2
"......Ederswiler";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";104;55;52.9;55;22;33;40.0
"......Mervelier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";434;295;68.0;288;145;143;50.3
"......Mettembert";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";82;66;80.5;64;36;28;56.3
"......Movelier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";304;189;62.2;184;91;93;49.5
"......Pleigne";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";321;197;61.4;191;71;120;37.2
"......Rebeuvelier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";291;203;69.8;200;115;85;57.5
"......Rossemaison";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";439;315;71.8;302;119;183;39.4
"......Saulcy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";209;144;68.9;138;70;68;50.7
"......Soyhières";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";344;219;63.7;218;106;112;48.6
"......Vellerat";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";58;52;89.7;51;28;23;54.9
"......Haute-Sorne";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4653;2962;63.7;2881;1503;1378;52.2
"......Val Terbi";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";2284;1488;65.1;1455;678;777;46.6
">> District des Franches-Montagnes";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";7699;5185;67.3;5075;2646;2429;52.1
"......Le Bémont (JU)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";264;179;67.8;178;88;90;49.4
"......Les Bois";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";854;611;71.5;597;334;263;55.9
"......Les Breuleux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1014;699;68.9;684;370;314;54.1
"......La Chaux-des-Breuleux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";85;67;78.8;66;35;31;53.0
"......Les Enfers";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";117;89;76.1;85;39;46;45.9
"......Les Genevez (JU)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";435;307;70.6;295;157;138;53.2
"......Lajoux (JU)";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";534;386;72.3;379;233;146;61.5
"......Montfaucon";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";456;298;65.4;291;121;170;41.6
"......Muriaux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";421;278;66.0;276;141;135;51.1
"......Le Noirmont";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1247;771;61.8;753;397;356;52.7
"......Saignelégier";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1929;1272;65.9;1247;615;632;49.3
"......Saint-Brais";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";194;134;69.1;134;72;62;53.7
"......Soubey";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";149;94;63.1;90;44;46;48.9
">> District de Porrentruy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";18444;11508;62.4;11259;5007;6252;44.5
"......Alle";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1192;840;70.5;827;379;448;45.8
"......Beurnevésin";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";117;76;65.0;76;37;39;48.7
"......Boncourt";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1025;627;61.2;616;244;372;39.6
"......Bonfol";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";586;316;53.9;311;152;159;48.9
"......Bure";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";569;399;70.1;390;138;252;35.4
"......Coeuve";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";537;352;65.5;342;155;187;45.3
"......Cornol";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";749;445;59.4;437;185;252;42.3
"......Courchavon";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";221;164;74.2;161;63;98;39.1
"......Courgenay";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1625;992;61.0;978;442;536;45.2
"......Courtedoux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";601;389;64.7;376;167;209;44.4
"......Damphreux";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";139;90;64.7;89;49;40;55.1
"......Fahy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";303;161;53.1;157;73;84;46.5
"......Fontenais";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1250;811;64.9;788;406;382;51.5
"......Grandfontaine";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";290;173;59.7;168;65;103;38.7
"......Lugnez";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";148;87;58.8;84;41;43;48.8
"......Porrentruy";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4737;2844;60.0;2779;1191;1588;42.9
"......Vendlincourt";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";444;277;62.4;272;113;159;41.5
"......Basse-Allaine";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";987;610;61.8;594;250;344;42.1
"......Clos du Doubs";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";1064;657;61.7;642;327;315;50.9
"......Haute-Ajoie";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";965;635;65.8;621;283;338;45.6
"......La Baroche";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";895;563;62.9;551;247;304;44.8
"......JU-CH de l'étranger";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> ZH-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> BE-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> LU-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";3811;1559;40.9;1522;648;874;42.6
">> UR-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";404;167;41.3;166;76;90;45.8
">> SZ-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> OW-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> NW-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> GL-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> ZG-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> FR-CH de l'étranger";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";4352;1638;37.6;1616;821;795;50.8
">> SO-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> BS-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";7015;2582;36.8;2542;1177;1365;46.3
">> BL-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> SH-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> AR-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";...;...;...;...;...;...;...
">> AI-Ausland-CH";"2013-11-24 Volksinitiative «1:12 - Für gerechte Löhne»";298;92;30.9;88;53;35;60.2
